Title,Company,Experience,Salary,Location,Rating,Reviews,Posted,Link
Sr Business Analyst,Photon,5-9 Yrs,Not Disclosed,"Madurai, Tiruppur, Salem, Chennai, Tiruchirapalli, Coimbatore",4.0,2659  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-sr-business-analyst-photon-infotech-p-ltd-madurai-tiruppur-salem-chennai-tiruchirapalli-coimbatore-5-to-9-years-020625501808
Business Analyst,VOLKSWAGEN GROUP DIGITAL SOLUTIONS PRIVATE LIMITED,2-5 Yrs,Not Disclosed,"Pune, Gurugram, Bengaluru",3.9,756  Reviews,3 weeks ago,https://www.naukri.com/job-listings-business-analyst-volkswagen-group-technology-solutions-india-private-limited-pune-gurugram-bengaluru-2-to-5-years-200526937529
Denodo Business Analyst,Persistent,4-9 Yrs,Not Disclosed,"Hyderabad, Pune, Bengaluru",3.6,5122  Reviews,1 week ago,https://www.naukri.com/job-listings-denodo-business-analyst-persistent-hyderabad-pune-bengaluru-4-to-9-years-050626015637
Business Analyst III,Amazon,10-14 Yrs,Not Disclosed,Bengaluru,3.9,31893  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-iii-amazon-bengaluru-10-to-14-years-180526021194
Business Analyst,PwC India,4-7 Yrs,5-12 Lacs PA ,"Kolkata, Bengaluru",3.3,12897  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-pwc-india-kolkata-bengaluru-4-to-7-years-180526009777
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-110526500236
Business Analyst,Delibo,0-3 Yrs,Not Disclosed,Chennai,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-delibo-chennai-0-to-3-years-040424501774
Business Analyst (Bidder),Emizen Tech,0-5 Yrs,Not Disclosed,Jaipur,3.6,39  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-bidder-emizen-tech-pvt-ltd-jaipur-0-to-5-years-280923500039
Analyst - Business Consulting Risk - Process & Controls,EY,1-6 Yrs,Not Disclosed,Bengaluru,3.4,14833  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-analyst-business-consulting-risk-process-controls-ernst-young-bengaluru-1-to-6-years-280426500547
Analyst - Business Consulting Risk - TMT - Risk - Process & Controls,EY,1-5 Yrs,Not Disclosed,Bengaluru,3.4,14833  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-analyst-business-consulting-risk-tmt-risk-process-controls-ernst-young-bengaluru-1-to-5-years-270426500693
Business Analyst - Payments and Mainframe,Synechron,13-23 Yrs,Not Disclosed,Bengaluru,3.4,3794  Reviews,2 weeks ago,https://www.naukri.com/job-listings-business-analyst-payments-and-mainframe-synechron-bengaluru-13-to-23-years-270426001837
Business Analyst,Hocco Industries,0-1 Yrs,Not Disclosed,Mumbai,4.4,50  Reviews,3 weeks ago,https://www.naukri.com/job-listings-business-analyst-hocco-industries-mumbai-0-to-1-years-250526032277
Business Analyst,Redbus,2-4 Yrs,Not Disclosed,Bengaluru,4.1,370  Reviews,1 day ago,https://www.naukri.com/job-listings-business-analyst-redbus-bengaluru-2-to-4-years-200326017215
Healthcare Business Analyst,Infosys,2-7 Yrs,Not Disclosed,Bengaluru,3.5,49475  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-healthcare-business-analyst-infosys-limited-bengaluru-2-to-7-years-180526925225
Business Analyst,Accenture,15-20 Yrs,Not Disclosed,Bengaluru,3.7,74540  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-15-to-20-years-180526923859
Business Advisory Analyst,Accenture,3-5 Yrs,Not Disclosed,Bengaluru,3.7,74540  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-advisory-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-180526923253
Product Owner/ Business Analyst Tax Reporting,Broadridge,7-12 Yrs,Not Disclosed,Bengaluru,3.8,1586  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-product-owner-business-analyst-tax-reporting-broadridge-financial-solutions-india-pvt-ltd-bengaluru-7-to-12-years-180526503610
Business Analyst II,Amazon,7-10 Yrs,Not Disclosed,Bengaluru,3.9,31893  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-ii-amazon-bengaluru-7-to-10-years-180526022611
ServiceNow Business Process Analyst/QA,Ecolab Global Services,4-9 Yrs,Not Disclosed,Bengaluru,3.4,234  Reviews,Today,https://www.naukri.com/job-listings-servicenow-business-process-analyst-qa-ecolab-global-services-private-limited-bengaluru-4-to-9-years-160626917387
Business Analyst- Credit risk,Capgemini,10-15 Yrs,Not Disclosed,Pune,3.6,54214  Reviews,1 day ago,https://www.naukri.com/job-listings-business-analyst-credit-risk-capgemini-technology-services-india-limited-pune-10-to-15-years-150626933309
Business Advisory Analyst,Accenture,5-10 Yrs,Not Disclosed,Navi Mumbai,3.7,74540  Reviews,1 day ago,https://www.naukri.com/job-listings-business-advisory-analyst-accenture-solutions-pvt-ltd-navi-mumbai-5-to-10-years-150626917006
Business Advisory Analyst,Accenture,3-8 Yrs,Not Disclosed,Navi Mumbai,3.7,74540  Reviews,1 day ago,https://www.naukri.com/job-listings-business-advisory-analyst-accenture-solutions-pvt-ltd-navi-mumbai-3-to-8-years-150626917005
Business Analyst,Cloud Analogy,0-1 Yrs,Not Disclosed,Mohali,2.7,5  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-cloud-analogy-mohali-0-to-1-years-140526504221
Business Analyst Intern (Partnerships),Hawkscode,0-1 Yrs,Not Disclosed,Jaipur,4.0,17  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-intern-partnerships-hawkscode-jaipur-0-to-1-years-130226506381
Servicenow Business Analyst,EY,5-8 Yrs,Not Disclosed,"Hybrid - Chennai, Bengaluru, Delhi / NCR",3.4,14833  Reviews,2 weeks ago,https://www.naukri.com/job-listings-servicenow-business-analyst-ey-chennai-bengaluru-delhi-ncr-5-to-8-years-100426014440
Business Operations Analyst 3,Lam Research,5-10 Yrs,Not Disclosed,Bengaluru,3.7,361  Reviews,1 week ago,https://www.naukri.com/job-listings-business-operations-analyst-3-lam-research-bengaluru-5-to-10-years-080626502657
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-060226506937
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-060226506936
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-060226506935
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-060226506934
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-060226506933
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-060226506932
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-060226506931
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-060226506930
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-060226506929
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-060226503424
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-060226503423
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-060226503422
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-060226503421
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-060226503420
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-060226503419
"Oracle JD Edwards Mfg, Supply Planning & Procurement Business Analyst",Thermo Fisher Scientific,7-12 Yrs,Not Disclosed,Bengaluru,3.8,1075  Reviews,1 week ago,https://www.naukri.com/job-listings-oracle-jd-edwards-mfg-supply-planning-procurement-business-analyst-thermo-fisher-scientific-india-pvt-ltd-bengaluru-7-to-12-years-040626502466
Business Analyst,Evezon,0-2 Yrs,Not Disclosed,Chittoor,3.8,3  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-evezown-chittoor-0-to-2-years-031224506071
Business Analyst,Qube Cinema,0-3 Yrs,Not Disclosed,Chennai,3.7,183  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-qube-cinema-chennai-0-to-3-years-030426501547
Associate Business Analyst,Novo Nordisk,1-3 Yrs,Not Disclosed,Bengaluru,3.6,1391  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-associate-business-analyst-novo-nordisk-centre-india-pvt-ltd-bengaluru-1-to-3-years-311225502803
Business Analyst Intern,Cloud Counselage,N/A,Unpaid ,Mumbai,4.6,38  Reviews,Starts in 1-3 months,https://www.naukri.com/job-listings-business-analyst-intern-cloud-counselage-pvt-ltd-mumbai-0-to-1-years-301225508074
Business Analyst,Aliteprojects,0-5 Yrs,Not Disclosed,Vadodara,3.6,21  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-alite-projects-vadodara-0-to-5-years-291025504100
"Associate Staff Consultant, Business Analyst",Nagarro,1-4 Yrs,Not Disclosed,Bengaluru,3.9,4797  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-associate-staff-consultant-business-analyst-nagarro-software-pvt-ltd-bengaluru-1-to-4-years-291025501361
Business Analyst,Ascure Technologies,0-4 Yrs,Not Disclosed,Jaipur,4.3,4  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-ascure-technologies-jaipur-0-to-4-years-290725502168
Business Intelligence Analyst,Medpace Clinical Research India,0-5 Yrs,Not Disclosed,Mumbai,3.2,10  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-intelligence-analyst-medpace-inc-mumbai-0-to-5-years-290126506135
Business Analyst,Aexonic Technologies,0-2 Yrs,Not Disclosed,Pune,4.5,31  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-aexonic-technologies-pune-0-to-2-years-270324501479
Business Analyst Power BI,Novo Nordisk,3-5 Yrs,Not Disclosed,Bengaluru,3.6,1391  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-power-bi-novo-nordisk-centre-india-pvt-ltd-bengaluru-3-to-5-years-260425504269
Business Banking Deposit Product Segment and Finance Analyst,JPMorgan Chase Bank,1-6 Yrs,Not Disclosed,Bengaluru,3.8,7940  Reviews,3 weeks ago,https://www.naukri.com/job-listings-business-banking-deposit-product-segment-and-finance-analyst-jp-morgan-and-chase-bengaluru-1-to-6-years-250526501545
Business Analyst Intern,Daiom,N/A,"20,000/month ",Gurugram,N/A,N/A,Starts in 1-3 months,https://www.naukri.com/job-listings-business-analyst-intern-daiom-gurugram-0-to-3-years-240424500920
Business Analyst,Techspawn,0-2 Yrs,Not Disclosed,Pune,3.3,42  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-techspawn-solutions-pune-0-to-2-years-221025503891
Analyst - Business Consulting Risk - Process & Controls,EY,5-10 Yrs,Not Disclosed,Bengaluru,3.4,14833  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-analyst-business-consulting-risk-process-controls-ernst-young-bengaluru-5-to-10-years-200426500492
Analyst - Business Consulting Risk - Process & Controls,EY,5-10 Yrs,Not Disclosed,Bengaluru,3.4,14833  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-analyst-business-consulting-risk-process-controls-ernst-young-bengaluru-5-to-10-years-200426500489
Analyst - Business Consulting Risk - Process & Controls,EY,5-10 Yrs,Not Disclosed,Bengaluru,3.4,14833  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-analyst-business-consulting-risk-process-controls-ernst-young-bengaluru-5-to-10-years-200426500488
Analyst - Business Consulting Risk - Process & Controls,EY,5-10 Yrs,Not Disclosed,Bengaluru,3.4,14833  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-analyst-business-consulting-risk-process-controls-ernst-young-bengaluru-5-to-10-years-200426500487
Analyst - Business Consulting Risk - Process & Controls,EY,5-10 Yrs,Not Disclosed,Bengaluru,3.4,14833  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-analyst-business-consulting-risk-process-controls-ernst-young-bengaluru-5-to-10-years-200426500485
Business Analyst,Emkay,0-5 Yrs,Not Disclosed,Mumbai,3.7,107  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-emkay-mumbai-0-to-5-years-190526503607
Business Analyst Pricing and Market Access,Novo Nordisk,2-4 Yrs,Not Disclosed,Bengaluru,3.6,1391  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-pricing-and-market-access-novo-nordisk-centre-india-pvt-ltd-bengaluru-2-to-4-years-181225502737
Business Analyst,Novo Nordisk,4-6 Yrs,Not Disclosed,Bengaluru,3.6,1391  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-novo-nordisk-centre-india-pvt-ltd-bengaluru-4-to-6-years-181225502491
Business Analyst Intern,360DigiTMG,N/A,Unpaid ,Hyderabad,4.1,108  Reviews,Starts in 1-3 months,https://www.naukri.com/job-listings-business-analyst-intern-360digitmg-hyderabad-0-to-1-years-180825504088
Corporate Planning & Management-Business Intelligence-Analyst,Goldman Sachs,1-2 Yrs,Not Disclosed,Bengaluru,3.3,1633  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-corporate-planning-management-business-intelligence-analyst-goldman-sachs-bengaluru-1-to-2-years-140426502920
Specialist - Business Analysis,LTM,5-10 Yrs,Not Disclosed,Bengaluru,3.6,26816  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-specialist-business-analysis-mindtree-limited-bengaluru-5-to-10-years-130526500798
Business Analyst Product Management,Tata Consultancy Services,5-10 Yrs,Not Disclosed,"Chennai, Bengaluru, Mumbai (All Areas)",3.3,115896  Reviews,2 weeks ago,https://www.naukri.com/job-listings-business-analyst-product-management-tata-consultancy-services-chennai-bengaluru-mumbai-all-areas-5-to-10-years-130426010560
Business Analyst,Shubham Group Of Companies,0-1 Yrs,Not Disclosed,Pune,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-shubham-group-of-companies-pune-0-to-1-years-130226506127
Business Development Analyst,Leatherman Fashion,0-1 Yrs,Not Disclosed,Kolkata,4.4,6  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-development-analyst-leatherman-fashion-private-limited-kolkata-0-to-1-years-130225500157
Business Analyst,Sarna Technologies,0-2 Yrs,Not Disclosed,Mohali,2.6,3  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-sarna-technologies-mohali-0-to-2-years-110825502276
Business Analyst,Soltech Techservices,0-2 Yrs,Not Disclosed,Vapi,1.6,3  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-soltech-techservices-pvt-ltd-vapi-0-to-2-years-110326501141
Business Analyst,Acies Consulting,0-3 Yrs,Not Disclosed,Mumbai,4.0,152  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-acies-mumbai-0-to-3-years-110226504725
Business Analyst Intern,Internet Soft,N/A,Unpaid ,Pune,2.7,11  Reviews,Starts in 1-3 months,https://www.naukri.com/job-listings-business-analyst-intern-internet-soft-pune-0-to-1-years-091224504235
Business Analyst,Netcoreinfo Business Services,0-5 Yrs,Not Disclosed,Noida,3.3,7  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-business-analyst-netcoreinfo-business-services-noida-0-to-5-years-080725500863
MIS Executive and Analyst,Arteria,0-1 Yrs,3-4 Lacs PA ,Bengaluru,2.6,99  Reviews,1 week ago,https://www.naukri.com/job-listings-mis-executive-and-analyst-arteria-bengaluru-0-to-1-years-040626022514
Celonis - Data Engineer - Immediate Joiners,UST,3-15 Yrs,Not Disclosed,"Hyderabad, Pune, Bengaluru",3.7,5781  Reviews,3 weeks ago,https://www.naukri.com/job-listings-celonis-data-engineer-immediate-joiners-ust-hyderabad-pune-bengaluru-3-to-15-years-220526023826
PI Data Engineer,Alstom,4-7 Yrs,Not Disclosed,Bengaluru,3.7,3353  Reviews,1 week ago,https://www.naukri.com/job-listings-pi-data-engineer-alstom-transport-india-ltd-bengaluru-4-to-7-years-080626934023
Data Engineer,Accenture,15-20 Yrs,Not Disclosed,Bengaluru,3.7,74540  Reviews,1 week ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-15-to-20-years-080626933124
Data Engineer,Accenture,2-4 Yrs,Not Disclosed,Chennai,3.7,74540  Reviews,1 week ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-chennai-2-to-4-years-080626932700
Data Engineer,Accenture,2-4 Yrs,Not Disclosed,Hyderabad,3.7,74540  Reviews,1 week ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-hyderabad-2-to-4-years-080626925732
Data Engineer,Accenture,15-20 Yrs,Not Disclosed,Navi Mumbai,3.7,74540  Reviews,1 week ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-15-to-20-years-080626918758
Quantexa Data Engineer,Synechron,7-12 Yrs,Not Disclosed,Bengaluru,3.4,3794  Reviews,1 week ago,https://www.naukri.com/job-listings-quantexa-data-engineer-synechron-technologies-pvt-ltd-bengaluru-7-to-12-years-080626912788
Data Engineer,Willsfly Technologies,5-7 Yrs,Not Disclosed,Bengaluru,4.8,6  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-willsfly-technologies-bengaluru-5-to-7-years-190526502061
Python/ETL Data Engineer,Clifyx Technology,3-6 Yrs,Not Disclosed,Bengaluru,3.3,31  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-python-etl-data-engineer-clifyx-technology-bengaluru-3-to-6-years-170225504344
Enterprise Data Engineer,Multicloud4u Technologies,2-4 Yrs,Not Disclosed,Hyderabad,5.0,2  Reviews,Few hours ago,https://www.naukri.com/job-listings-enterprise-data-engineer-multicloud4u-technologies-hyderabad-2-to-4-years-160626502408
